Year,Player,Age,Hometown,Home State,Tm,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year
2006,Jeff Dugan,25,Allison Park,PA,MIN,76,261,Maryland,Big Ten,98,86,4/8/1981,7,2004
2007,Luke Lawton,27,Lafayette,LA,IND,12,237,McNeese St.,Southland,#N/A,#N/A,8/26/1980,0,0
2000,Donnell Bennett,28,Fort Lauderdale,FL,KAN,73,242,Miami (FL),ACC,130,58,9/14/1972,0,1994
2011,Tom Crabtree,26,Columbus,OH,GNB,77,244,Miami (OH),MAC,84,99,11/4/1985,0,0
2000,Chris Calloway,32,Chicago,IL,NWE,70,188,Michigan,Big Ten,124,64,3/29/1968,0,1990
2006,Chris Perry,25,Advance,NC,CIN,73,224,Michigan,Big Ten,124,64,12/27/1981,1,2004
2012,Plaxico Burress,35,Norfolk,VA,PIT,77,226,Michigan St.,Big Ten,112,76,8/13/1900,1,2000
2012,Phillip Tanner,24,Dallas,TX,DAL,73,213,Middle Tenn. St.,Conference USA,#N/A,#N/A,7/31/1900,0,0
2007,Bryan Gilmore,29,Lufkin,TX,SFO,73,200,Midwestern St.,Division II,#N/A,#N/A,7/21/1978,0,0
2009,Gary Russell,23,Columbus,OH,OAK,70,205,Minnesota,Big Ten,90,96,9/8/1986,0,0
2000,Sheldon Jackson,24,Culver City,CA,BUF,75,250,Nebraska,Big Ten,134,61,7/24/1976,0,1999
2011,Zach Miller,27,Wahoo,NE,JAX,76,233,Nebraska-Omaha,Summit League,#N/A,#N/A,10/4/1984,6,0
2001,Na Brown,24,Reidsville,NC,PHI,73,196,North Carolina,ACC,70,97,2/22/1977,4,1999
2008,Sam Aiken,28,Kenansville,NC,NWE,74,204,North Carolina,ACC,70,97,12/14/1980,4,2003
2007,Jim Kleinsasser,30,Carrington,ND,MIN,75,272,North Dakota,Big Sky,#N/A,#N/A,1/31/1977,2,1999
2003,Damien Anderson,24,Wilmington,IL,ARI,71,212,Northwestern,Big Ten,92,92,7/17/1979,0,0
2002,Damien Anderson,23,Wilmington,IL,ARI,71,212,Northwestern,Big Ten,92,92,7/17/1979,0,0
2005,Jason Wright,23,Diamond Bar,CA,CLE,70,210,Northwestern,Big Ten,92,92,7/12/1982,0,0
2005,Jamal Robertson,28,Dayton,OH,CAR,70,210,Ohio Northern,#N/A,#N/A,#N/A,1/10/1977,0,0
2012,Brian Robiskie,25,Los Angeles,CA,DET,74,207,Ohio St.,Big Ten,138,41,7/25/1900,2,2009
2003,Rickey Dudley,31,Henderson,TX,TAM,78,255,Ohio St.,Big Ten,138,41,7/15/1972,1,1996
2009,Dantrell Savage,24,Columbus,GA,KAN,68,187,Oklahoma St.,Big 12,113,73,2/15/1985,0,0
2004,Marcellus Rivers,26,Oklahoma City,OK,NYG,76,250,Oklahoma St.,Big 12,113,73,10/26/1978,0,0
2012,Drew Davis,23,0,,ATL,73,205,Oregon,Pac 12,143,47,7/23/1900,0,0
2005,Justin Peelle,26,Fresno,CA,SDG,76,255,Oregon,Pac 12,143,47,3/15/1979,4,2002
1999,Ki-Jana Carter,26,Westerville,OH,CIN,70,222,Penn St.,Big Ten,15,68,9/12/1973,1,1995
2005,Jim Finn,29,Teaneck,NJ,NYG,73,245,Pennsylvania,Ivy,#N/A,#N/A,12/9/1976,7,1999
2008,Darnell Dinkins,31,Pittsburgh,PA,CLE,75,255,Pittsburgh,ACC,106,80,1/20/1977,0,0
2012,Kyle Orton,30,Altoona,IA,DAL,76,0,Purdue,Big Ten,92,94,1/0/1900,4,2005
2010,James Casey,26,Fort Worth,TX,HOU,75,235,Rice,Conference USA,76,104,9/22/1984,5,2009
2013,Kenny Britt,25,Bayonne,NJ,TEN,75,215,Rutgers,Big Ten,87,96,9/19/1988,1,2009
2009,Ruvell Martin,27,Muskegon,MI,STL,76,217,Saginaw Valley St.,Division II,#N/A,#N/A,8/10/1982,0,0
2010,Chaz Schilens,25,Lancaster,CA,OAK,76,225,San Diego St.,Mountain West,77,104,11/7/1985,7,2008
2007,Steve Heiden,31,Rushford,MN,CLE,77,265,South Dakota St.,Missouri Valley,#N/A,#N/A,9/21/1976,3,1999
1999,Tommy Vardell,30,El Cajon,CA,SFO,74,234,Stanford,Pac 12,101,81,2/20/1969,1,1992
2005,Dee Brown,27,Clearwater,FL,KAN,70,209,Syracuse,ACC,81,101,5/12/1978,6,2001
2010,Aaron Brown,25,Katy,TX,DET,73,196,TCU,Big 12,138,49,10/10/1985,6,2009
2009,Eldra Buckley,24,Charleston,MS,PHI,69,202,Tenn-Chattanooga,Southern,#N/A,#N/A,6/23/1985,0,0
2010,David Martin,31,Fort Campbell,KY,BUF,76,260,Tennessee,SEC,113,75,3/13/1979,6,2001
2013,Matt Simms,25,0,,NYJ,75,210,Tennessee,SEC,113,75,1/0/1900,0,0
2010,Ahmard Hall,31,Galveston,TX,TEN,71,235,Texas,Big 12,149,45,11/13/1979,0,0
2000,Hunter Goodwin,28,Bellville,TX,MIA,77,268,Texas A&M-Kingsville,#N/A,#N/A,#N/A,10/10/1972,0,1996
2010,Johnnie Lee Higgins,27,Sweeny,TX,OAK,73,185,Texas-El Paso,Conference USA,69,112,9/8/1983,3,0
2010,Stephen Williams,24,Houston,TX,ARI,77,199,Toledo,MAC,112,72,6/29/1986,0,0
2011,Jerheme Urban,31,Victoria,TX,KAN,75,212,Trinity (TX),#N/A,#N/A,#N/A,11/26/1980,0,0
2006,Dominique Byrd,22,Minneapolis,MN,STL,74,255,USC,Pac 12,129,49,2/7/1984,3,2006
1999,Rodney Peete,33,Mesa,AZ,WAS,73,230,USC,Pac 12,129,49,3/16/1966,6,1989
2008,Quinton Ganther,24,Oakland,CA,TEN,70,215,Utah,Pac 12,123,61,7/15/1984,7,2006
2007,Jason Snelling,24,Toms River,NJ,ATL,12,235,Virginia,ACC,90,95,12/29/1983,7,2007
2009,Kevin Ogletree,22,Queens,NY,DAL,74,190,Virginia,ACC,90,95,8/5/1987,0,0
2007,Marques Hagans,25,Newort News,VA,STL,12,202,Virginia,ACC,90,95,12/29/1982,5,2006
2006,Matt Schaub,25,West Chester,PA,ATL,77,0,Virginia,ACC,90,95,6/25/1981,3,2004
2007,Ovie Mughelli,27,Charleston,SC,ATL,73,260,Wake Forest,ACC,86,96,6/10/1980,4,2003
1999,Aaron Pierce,30,Seattle,WA,BAL,77,252,Washington,Pac 12,86,98,9/6/1969,3,1992
2001,Brock Huard,25,Seattle,WA,SEA,76,232,Washington,Pac 12,86,98,4/15/1976,3,1999
2001,Mark Bruener,29,Olympia,WA,PIT,76,260,Washington,Pac 12,86,98,9/16/1972,1,1995
2006,Jamie Martin,36,Orange,CA,NOR,74,0,Weber St.,Big Sky,#N/A,#N/A,2/8/1970,0,0
2010,Corey McIntyre,31,Indiantown,FL,BUF,73,245,West Virginia,Big 12,120,67,1/25/1979,0,0
2010,Steve Slaton,24,Levittown,PA,HOU,70,195,West Virginia,Big 12,120,67,1/4/1986,3,2008
2013,Will Johnson,24,Dayton,OH,PIT,74,238,West Virginia,Big 12,120,67,11/14/1989,0,0
1999,Andrew Jordan,27,Charlotte,NC,MIN,78,260,West. Carolina,Southern,#N/A,#N/A,6/21/1972,6,0
2007,Brad Hoover,31,High Point,NC,CAR,73,242,West. Carolina,Southern,#N/A,#N/A,11/11/1976,0,0
2011,John Clay,23,0,,PIT,73,248,Wisconsin,Big Ten,135,60,1/0/1900,0,0
2007,Malcom Floyd,26,Sacramento,CA,SDG,77,201,Wyoming,Mountain West,69,109,9/8/1981,0,0
2011,Josh Baker,25,Chesapeake,VA,NYJ,75,244,0,#N/A,#N/A,#N/A,12/25/1986,0,0
2011,Chad Hall,25,Atlanta,GA,PHI,68,180,Air Force,#N/A,98,86,5/23/1986,0,0
2003,Reggie Barlow,30,Montgomery,AL,TAM,73,190,Alabama St.,SWAC,#N/A,#N/A,1/22/1973,4,0
1999,Donald Driver,24,Houston,TX,GNB,73,188,Alcorn St.,SWAC,#N/A,#N/A,2/2/1975,7,0
2004,Larry Croom,23,Long Beach,CA,ARI,70,205,Arizona,Pac 12,82,99,10/29/1981,0,0
2012,Todd Heap,32,Mesa,AZ,ARI,77,252,Arizona St.,Pac 12,101,86,9/8/1900,1,2001
2002,Heath Evans,24,West Palm Beach,FL,SEA,73,245,Auburn,SEC,130,61,12/30/1978,3,2001
2011,Eric Weems,26,Daytona Beach,FL,ATL,68,182,Bethune-Cookman,#N/A,#N/A,#N/A,7/4/1985,0,0
2011,Richie Brockel,25,Phoenix,AZ,CAR,73,251,Boise St.,Mountain West,165,29,7/24/1986,0,0
1999,Itula Mili,26,Kahuku,HI,SEA,76,260,BYU,Independent,122,67,4/20/1973,6,1997
2009,Todd Watkins,26,San Diego,CA,OAK,75,185,BYU,Independent,122,67,6/22/1983,7,2006
2011,Ramses Barden,25,Altadena,CA,NYG,78,227,Cal Poly-San Luis Obispo,Big Sky,#N/A,#N/A,1/1/1986,3,0
2012,Daniel Fells,29,Anaheim,CA,NWE,76,252,California-Davis,Big Sky,#N/A,#N/A,9/8/1900,0,0
2005,Leonard Weaver,23,Melbourne,FL,SEA,73,251,Carson-Newman,#N/A,#N/A,#N/A,9/23/1982,0,0
2001,Charles Lee,24,Miami,FL,GNB,75,227,Central Florida,American,99,86,11/19/1977,7,2000
2013,Jacoby Ford,26,West Palm Beach,FL,OAK,69,181,Clemson,ACC,123,68,7/27/1987,4,2010
2000,Lamont Hall,26,Clover,SC,NOR,76,260,Clemson,ACC,123,68,11/16/1974,0,0
2010,Michael Palmer,22,Stone Mountain,GA,ATL,77,260,Clemson,ACC,123,68,1/18/1988,0,0
2011,Daniel Graham,33,Torrance,CA,TEN,75,257,Colorado,Pac 12,78,108,11/16/1978,1,2002
2009,Lawrence Vickers,26,Houston,TX,CLE,73,240,Colorado,Pac 12,78,108,5/8/1983,6,2006
2000,Marlon Barnes,24,Memphis,TN,CHI,69,215,Colorado,Pac 12,78,108,3/13/1976,0,0
2009,Kory Sperry,24,Pueblo,CO,MIA,76,242,Colorado St.,Mountain West,87,98,4/10/1985,0,0
2003,Brian Kozlowski,33,Rochester,NY,ATL,75,250,Connecticut,American,83,86,10/4/1970,0,0
2005,Darnerien McCants,27,Gambrills,MD,PHI,75,214,Delaware St.,MEAC,#N/A,#N/A,8/1/1978,5,2001
2010,Vonta Leach,29,Lumberton,NC,HOU,73,246,East Carolina,American,97,90,11/6/1981,0,0
2005,Ran Carthon,24,Osceola,AR,IND,73,218,Florida,SEC,139,55,2/10/1981,0,0
1999,Amp Lee,28,Chipley,FL,STL,71,200,Florida St.,ACC,130,54,10/1/1971,2,1992
2011,Greg Jones,30,Columbia,SC,JAX,73,248,Florida St.,ACC,130,54,5/9/1981,2,2004
2011,Bernard Berrian,31,Winton,CA,MIN,73,190,Fresno St.,Mountain West,121,74,12/27/1980,3,2004
2007,Mack Strong,36,Columbus,GA,SEA,73,245,Georgia,SEC,142,53,9/11/1971,0,0
2005,Dez White,26,Orange Park,PA,ATL,73,215,Georgia Tech,ACC,117,77,8/23/1979,3,2000
2004,Tony Hollings,23,Macon,GA,HOU,70,216,Georgia Tech,ACC,117,77,12/1/1981,2,0
2006,Will Heller,25,Dunwoody,GA,SEA,78,250,Georgia Tech,ACC,117,77,2/28/1981,0,0
2001,Jameel Cook,22,Miami,FL,TAM,70,237,Illinois,Big Ten,73,107,2/8/1979,6,2001
2008,Trent Green,38,Cedar Rapids,IA,STL,75,0,Indiana,Big Ten,58,118,7/9/1970,8,1993
2003,Zeron Flemister,27,Sioux City,IA,WAS,76,250,Iowa,Big Ten,108,79,9/8/1976,0,0
2004,Sage Rosenfels,26,Maquoketa,IA,MIA,76,222,Iowa St.,Big 12,79,105,3/6/1978,4,2001
1999,Troy Davis,24,Miami,FL,NOR,67,191,Iowa St.,Big 12,79,105,9/14/1975,3,1997
2013,Jeron Mastrud,26,Beaverton,OR,OAK,77,247,Kansas St.,Big 12,118,71,12/17/1987,0,0
1999,Brandon Stokley,23,Blacksburg,VA,BAL,71,197,La-Lafayette,Sun Belt,74,104,6/23/1976,4,0
2002,Doug Pederson,34,Bellingham,WA,GNB,75,220,La-Monroe,Sun Belt,65,111,1/31/1968,0,0
2003,Rabih Abdullah,28,Martinsville,VA,CHI,73,220,Lehigh,Patriot League,#N/A,#N/A,4/27/1975,0,0
2001,Frank Moreau,25,Pineville,LA,JAX,73,223,Louisville,ACC,127,61,9/9/1976,4,2000
2008,Early Doucet,23,New Iberia,LA,ARI,73,211,LSU,SEC,146,48,10/28/1985,3,2008
2011,Kevin Faulk,35,Lafayette,LA,NWE,68,202,LSU,SEC,146,48,6/5/1976,2,1999
2007,LaBrandon Toefield,27,Independence,LA,JAX,12,232,LSU,SEC,146,48,9/24/1980,4,2003
2012,Richard Murphy,26,Rayville,LA,JAX,73,208,LSU,SEC,146,48,7/26/1900,0,0
2001,Chad Pennington,25,Knoxville,TN,NYJ,75,225,Marshall,Conference USA,107,80,6/26/1976,1,2000
2002,Doug Chapman,25,Chesterfield,VA,MIN,70,213,Marshall,Conference USA,107,80,8/22/1977,3,2000
2000,James Williams,22,Vicksburg,MS,SEA,70,186,Marshall,Conference USA,107,80,3/6/1978,0,2000
2000,Olandis Gary,25,Washington,DC,DEN,71,218,Marshall,Conference USA,107,80,5/18/1975,0,1999
2009,LaMont Jordan,31,Suitland,MD,DEN,70,230,Maryland,Big Ten,98,86,11/11/1978,2,2001
2008,Lance Ball,23,Teaneck,NJ,IND,69,223,Maryland,Big Ten,98,86,6/19/1985,0,0
2007,Nate Jackson,28,San Jose,CA,DEN,75,223,Menlo,#N/A,#N/A,#N/A,6/4/1979,0,0
2003,Andre King,30,Kingston,Jamaica,CLE,71,195,Miami (FL),ACC,130,58,11/26/1973,7,2001
2002,Daryl Jones,23,Dallas,TX,NYG,69,190,Miami (FL),ACC,130,58,2/2/1979,7,2002
2001,Aaron Shea,25,Ottawa,IL,CLE,75,255,Michigan,Big Ten,124,64,12/5/1976,4,2000
2005,John Navarre,25,Cudahy,WI,ARI,78,250,Michigan,Big Ten,124,64,9/9/1980,7,2004
2013,Mario Manningham,27,Warren,OH,SFO,73,185,Michigan,Big Ten,124,64,5/25/1986,3,2008
2013,Dion Sims,22,0,,MIA,77,262,Michigan St.,Big Ten,112,76,1/0/1900,4,2013
2013,Kellen Davis,28,Adrian,MI,SEA,78,259,Michigan St.,Big Ten,112,76,10/11/1985,5,2008
2001,Kelly Holcomb,28,Fayetteville,TN,CLE,74,212,Middle Tenn. St.,Conference USA,#N/A,#N/A,7/9/1973,0,0
2008,Laurence Maroney,23,St. Louis,MO,NWE,71,210,Minnesota,Big Ten,90,96,2/5/1985,1,2006
2012,Matt Spaeth,29,St. Michael,MN,CHI,79,270,Minnesota,Big Ten,90,96,9/26/1900,3,2007
2009,Matt Spaeth,26,St. Michael,MN,PIT,79,270,Minnesota,Big Ten,90,96,11/24/1983,3,2007
2001,Tony Carter,29,Columbus,OH,DEN,73,230,Minnesota,Big Ten,90,96,8/23/1972,0,0
2004,Reggie Kelly,27,Aberdeen,MS,CIN,76,255,Mississippi St.,SEC,83,99,2/22/1977,2,1999
2005,Dwayne Blakley,26,St. Joseph,MO,ATL,76,257,Missouri,SEC,109,78,8/10/1979,0,0
2005,Visanthe Shiancoe,25,Laurel,MD,NYG,76,250,Morgan St.,MEAC,#N/A,#N/A,6/18/1980,3,2003
2004,Visanthe Shiancoe,24,Laurel,MD,NYG,76,250,Morgan St.,MEAC,#N/A,#N/A,6/18/1980,3,0
2011,Cecil Shorts,24,Cleveland,OH,JAX,73,200,Mount Union,Ohio Athletic Conference,#N/A,#N/A,12/22/1987,4,0
2005,Cory Schlesinger,33,Columbus,NE,DET,73,247,Nebraska,Big Ten,134,61,6/23/1972,6,1995
2001,Dan Kreider,24,Lancaster,PA,PIT,71,255,New Hampshire,Colonial Athletic Association,#N/A,#N/A,3/11/1977,0,0
2002,Randy Jordan,32,Henderson,NC,OAK,70,207,North Carolina,ACC,70,97,6/6/1970,0,0
2007,Wallace Wright,23,Fayetteville,NC,NYJ,73,191,North Carolina,ACC,70,97,2/1/1984,0,0
2006,Koren Robinson,26,Belmont,NC,GNB,73,205,North Carolina St.,ACC,98,88,3/19/1980,1,2001
2008,Jim Kleinsasser,31,Carrington,ND,MIN,75,272,North Dakota,Big Sky,#N/A,#N/A,1/31/1977,2,0
2001,Travis Brown,24,Phoenix,AZ,BUF,75,215,Northern Arizona,Big Sky,#N/A,#N/A,7/17/1977,0,0
2001,Justin McCareins,23,Evanston,IL,TEN,74,215,Northern Illinois,MAC,119,69,12/1/1978,4,2001
2013,Dan Herron,24,Warren,OH,2TM,70,212,Ohio St.,Big Ten,138,41,3/21/1989,6,2012
2012,James Hanna,23,Lakewood,OH,DAL,76,252,Oklahoma,Big 12,160,39,9/8/1900,6,2012
2013,Ryan Broyles,25,Norman,OK,DET,70,192,Oklahoma,Big 12,160,39,4/9/1988,2,2012
2001,Stephen Alexander,26,Chickasha,OK,WAS,76,246,Oklahoma,Big 12,160,39,11/7/1975,2,1998
2009,Billy Bajema,27,Oklahoma City,OK,STL,77,261,Oklahoma St.,Big 12,113,73,10/31/1982,7,2005
2004,Jed Weaver,28,Bend,OR,NWE,76,258,Oregon,Pac 12,143,47,8/11/1976,7,1999
2012,Matt Moore,28,Van Nuys,CA,MIA,75,0,Oregon St.,Pac 12,111,76,1/0/1900,0,0
2000,Brian Milne,27,Waterford,PA,NOR,75,255,Penn St.,Big Ten,15,68,1/7/1973,0,1996
2003,Sam Gash,34,Hendersonville,NC,BUF,73,242,Penn St.,Big Ten,15,68,3/7/1969,8,1992
2000,Sam Gash,31,Hendersonville,NC,BAL,73,242,Penn St.,Big Ten,15,68,3/7/1969,0,1992
2012,Dorin Dickerson,24,Oakdale,PA,BUF,74,230,Pittsburgh,ACC,106,80,8/17/1900,7,0
2009,Kris Wilson,28,Harrisburg,PA,SDG,75,250,Pittsburgh,ACC,106,80,8/22/1981,2,2004
1999,Daimon Shelton,27,Duarte,CA,JAX,73,262,Sacramento St.,Big Sky,#N/A,#N/A,9/15/1972,6,0
2001,James Hodgins,24,San Jose,CA,STL,73,274,San Jose St.,Mountain West,72,107,4/30/1977,0,0
2005,Josh Parry,27,Sonora,CA,PHI,74,250,San Jose St.,Mountain West,72,107,4/5/1978,0,0
2006,Tyson Thompson,25,Irving,TX,DAL,73,215,San Jose St.,Mountain West,72,107,5/21/1981,0,0
2008,Troy Williamson,25,Aiken,SC,JAX,73,203,South Carolina,SEC,110,76,4/30/1983,1,2005
2011,Weslye Saunders,22,Durham,NC,PIT,77,270,South Carolina,SEC,110,76,1/16/1989,0,0
2000,Steve Heiden,24,Rushford,MN,SDG,77,265,South Dakota St.,Missouri Valley,#N/A,#N/A,9/21/1976,0,1999
2003,Todd Bouman,31,Lyon County,MN,NOR,74,229,St. Cloud St.,Division II,#N/A,#N/A,8/1/1972,0,0
2004,David Martin,25,Fort Campbell,KY,GNB,76,260,Tennessee,SEC,113,75,3/13/1979,6,2001
2002,David Martin,23,Fort Campbell,KY,GNB,76,260,Tennessee,SEC,113,75,3/13/1979,6,2001
2011,Luke Stocker,23,Berea,KY,TAM,77,255,Tennessee,SEC,113,75,7/17/1988,4,2011
2001,Avion Black,24,Nashville,TN,BUF,71,185,Tennessee St.,Ohio Valley,#N/A,#N/A,4/24/1977,4,0
2012,Colt McCoy,26,Hobbs,NM,CLE,74,0,Texas,Big 12,149,45,1/0/1900,3,2010
2008,David Thomas,25,Plainview,TX,NWE,75,240,Texas,Big 12,149,45,7/5/1983,3,2006
2006,Robert Ferguson,27,Houston,TX,GNB,73,209,Texas A&M,SEC,107,79,12/17/1979,2,2001
2001,Paul Smith,23,El Paso,TX,SFO,71,234,Texas-El Paso,Conference USA,69,112,1/31/1978,5,2000
2003,Shaun King,26,St. Petersburg,FL,TAM,73,0,Tulane,American,60,119,5/29/1977,2,1999
2012,Matt Willis,28,Dallas,TX,DEN,71,185,UCLA,Pac 12,100,88,7/3/1900,0,0
2006,Tab Perry,24,Wilkes-Barre,PA,CIN,75,229,UCLA,Pac 12,100,88,1/20/1982,6,2005
2012,David Ausberry,25,Lemoore,CA,OAK,75,235,USC,Pac 12,129,49,8/22/1900,7,2011
2011,Keary Colbert,29,Oxnard,CA,KAN,73,200,USC,Pac 12,129,49,5/21/1982,2,2004
1999,Jamal Anderson,27,Woodland Hills,CA,ATL,71,237,Utah,Pac 12,123,61,9/30/1972,7,1994
2007,Mike Anderson,34,Winnsboro,SC,BAL,73,230,Utah,Pac 12,123,61,9/21/1973,6,2000
2002,Walter Rasby,30,Washington,NC,WAS,75,252,Wake Forest,ACC,86,96,9/7/1972,0,0
2003,Marques Tuiasosopo,24,Seattle,WA,OAK,73,220,Washington,Pac 12,86,98,3/22/1979,2,2001
2003,Kevin Swayne,28,Riverside,CA,NYJ,73,191,Wayne State (NE),#N/A,#N/A,#N/A,1/17/1975,0,0
2009,Corey McIntyre,30,Indiantown,FL,BUF,73,245,West Virginia,Big 12,120,67,1/25/1979,0,0
2007,Jim Sorgi,27,Fraser,MI,IND,77,196,Wisconsin,Big Ten,135,60,12/3/1980,6,2004
2011,Henry Hynoski,23,Ellysburg,PA,NYG,74,260,0,#N/A,#N/A,#N/A,12/30/1988,0,0
2007,Daniel Wilcox,30,Atlanta,GA,BAL,73,245,Appalachian St.,Sun Belt,#N/A,#N/A,3/23/1977,0,0
2002,Trung Canidate,25,Phoenix,AZ,STL,71,205,Arizona,Pac 12,82,99,3/3/1977,1,2000
2001,Steve Bush,27,Paradise Valley,AZ,ARI,75,280,Arizona St.,Pac 12,101,86,7/4/1974,0,0
2008,Heath Evans,30,West Palm Beach,FL,NWE,73,245,Auburn,SEC,130,61,12/30/1978,3,2001
2003,Bryan Johnson,25,Los Angeles,CA,WAS,73,245,Boise St.,Mountain West,165,29,1/18/1978,0,0
2008,Legedu Naanee,25,Portland,OR,SDG,74,225,Boise St.,Mountain West,165,29,9/16/1983,5,2007
2000,Matt Hasselbeck,25,Westwood,MA,GNB,76,223,Boston Col.,ACC,116,74,9/25/1975,6,1998
2011,Cameron Morrah,24,Pomona,CA,SEA,75,244,California,Pac 12,90,94,3/18/1987,7,2009
2006,J.J. Arrington,23,Rocky Mount,NC,ARI,69,214,California,Pac 12,90,94,1/23/1983,2,2005
2008,Daniel Fells,25,Anaheim,CA,STL,76,252,California-Davis,Big Sky,#N/A,#N/A,9/23/1983,0,0
2013,Dwayne Allen,23,Fayetteville,NC,IND,75,255,Clemson,ACC,123,68,2/24/1990,3,2012
2012,Michael Palmer,24,Stone Mountain,GA,ATL,77,260,Clemson,ACC,123,68,9/16/1900,0,0
2003,Woodrow Dantzler,24,Orangeburg,SC,ATL,70,209,Clemson,ACC,123,68,10/4/1979,0,0
2008,Joel Dreessen,26,Ida Grove,IA,HOU,76,260,Colorado St.,Mountain West,87,98,7/26/1982,6,2005
2001,Kevin McDougal,24,Denver,CO,IND,71,203,Colorado St.,Mountain West,87,98,5/18/1977,0,0
2000,Moses Moreno,25,Chula Vista,CA,SDG,73,205,Colorado St.,Mountain West,87,98,9/5/1975,0,1998
2011,Anthony Sherman,23,North Attleboro,MA,ARI,12,244,Connecticut,American,83,86,12/11/1988,5,2011
2005,Jay Fiedler,34,Oceanside,NY,NYJ,74,0,Dartmouth,Ivy,#N/A,#N/A,12/29/1971,0,0
2004,Jeff Blake,34,Daytona Beach,FL,PHI,73,223,East Carolina,American,97,90,12/4/1970,6,1992
2012,Terrance Copper,30,Washington,NC,KAN,73,204,East Carolina,American,97,90,7/22/1900,0,0
2005,Earnest Graham,25,Naples,FL,TAM,69,215,Florida,SEC,139,55,1/15/1980,0,0
2013,Louis Murphy,26,St. Petersburg,FL,NYG,74,200,Florida,SEC,139,55,5/11/1987,4,2009
1999,Terry Jackson,23,Gainesville,FL,SFO,73,232,Florida,SEC,139,55,1/10/1976,5,1999
2007,Chris Weinke,35,St. Paul,MN,SFO,76,232,Florida St.,ACC,130,54,7/31/1972,4,2001
2006,Travis Minor,27,New Orleans,LA,MIA,70,205,Florida St.,ACC,130,54,6/30/1979,3,2001
2013,Bear Pascoe,27,Kern County,CA,NYG,77,257,Fresno St.,Mountain West,121,74,2/23/1986,6,2009
2008,Leonard Pope,25,Americus,GA,ARI,80,264,Georgia,SEC,142,53,9/10/1983,3,0
2004,Musa Smith,22,Elliottsburg,PA,BAL,73,232,Georgia,SEC,142,53,5/31/1982,3,2003
2000,Patrick Pass,23,Scottsdale,GA,NWE,70,217,Georgia,SEC,142,53,12/31/1977,0,2000
2003,Adrian Peterson,24,Gainesville,FL,CHI,70,210,Georgia Southern,Sun Belt,#N/A,#N/A,7/1/1979,6,2002
2005,Joe Burns,26,Thomasville,GA,BUF,69,215,Georgia Tech,ACC,117,77,9/15/1979,0,0
2004,Joe Burns,25,Thomasville,GA,BUF,69,215,Georgia Tech,ACC,117,77,9/15/1979,0,0
2003,Will Heller,22,Dunwoody,GA,TAM,78,250,Georgia Tech,ACC,117,77,2/28/1981,0,0
2002,Mike Roberg,25,Kent,WA,IND,76,263,Idaho,Sun Belt,48,130,9/18/1977,7,2001
2005,Aaron Moorehead,25,Aurora,CO,IND,75,200,Illinois,Big Ten,73,107,11/5/1980,0,0
2001,Matt Cushing,26,South Bend,IN,PIT,76,255,Illinois,Big Ten,73,107,7/2/1975,0,0
2011,Michael Hoomanawanui,23,Bloomington,IL,STL,75,271,Illinois,Big Ten,73,107,7/4/1988,5,2010
2008,Rashard Mendenhall,21,Skokie,IL,PIT,71,210,Illinois,Big Ten,73,107,6/19/1987,1,2008
2010,Brandon Myers,25,Prairie City,IA,OAK,76,250,Iowa,Big Ten,108,79,9/4/1985,6,2009
1999,Quinn Early,34,West Hempstead,NY,NYJ,73,190,Iowa,Big Ten,108,79,4/13/1965,3,1988
2005,Seneca Wallace,25,Sacramento,CA,SEA,71,0,Iowa St.,Big 12,79,105,8/6/1980,4,2003
2003,Kevin Lockett,29,Tulsa,OK,NYJ,73,186,Kansas St.,Big 12,118,71,9/8/1974,2,1997
2002,Shad Meier,24,St. Louis,MO,TEN,76,255,Kansas St.,Big 12,118,71,6/7/1978,3,2001
2013,Josh Cribbs,30,Washington,DC,NYJ,73,192,Kent St.,Mid-American,66,111,6/9/1983,0,0
2004,Alan Ricard,27,Independence,LA,BAL,71,237,La-Monroe,Sun Belt,65,111,1/17/1977,0,0
2004,Rabih Abdullah,29,Martinsville,VA,NWE,73,220,Lehigh,Patriot League,#N/A,#N/A,4/27/1975,0,0
2000,Rabih Abdullah,25,Martinsville,VA,TAM,73,220,Lehigh,Patriot League,#N/A,#N/A,4/27/1975,0,0
2003,Dave Ragone,24,Middleburg,OH,HOU,75,0,Louisville,ACC,127,61,10/3/1979,3,2003
2007,Craig Nall,28,Alexandria,LA,GNB,75,230,LSU,SEC,146,48,4/21/1979,5,2002
2013,Matthew Mulligan,28,West Enfield,ME,NWE,76,258,Maine,Colonial Athletic Association,#N/A,#N/A,1/18/1985,0,0
2000,Tywan Mitchell,25,Crete,IL,ARI,77,245,Mankato St.,#N/A,#N/A,#N/A,12/10/1975,0,0
2008,Joey Haynos,24,Silver Spring,MD,MIA,80,264,Maryland,Big Ten,98,86,8/28/1984,0,0
2008,James Johnson,24,Baton Rouge,LA,CIN,71,202,Memorial,#N/A,#N/A,#N/A,9/6/1984,0,0
2005,Wesley Duke,24,Grand Prairie,TX,DEN,77,225,Mercer,Southern,#N/A,#N/A,6/21/1981,0,0
2009,Sinorice Moss,26,Miami,FL,NYG,68,185,Miami (FL),ACC,130,58,12/28/1983,2,2006
2013,Tom Crabtree,28,Columbus,OH,TAM,77,244,Miami (OH),MAC,84,99,11/4/1985,0,0
